"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","umd_tree_cover_loss_from_fires__ha"
"BRA",2007,2621699.45100046243011437,221959.93696007344977121
"BRB",2007,31.62823710090658755,0.14994284128309462
"BRN",2007,1564.83281504783920526,83.89259559887263420
"BTN",2007,508.35788952371422349,67.49469794328558742
"BWA",2007,33.55963859119249232,1.63004023789930543
"CAF",2007,37308.15625985521340763,427.71694670160079388
"CAN",2007,2117899.418224433547526942,1048606.148872111049062086
"CHE",2007,1852.248015221751412195,22.17360079537760687
"CHL",2007,121642.384699871734654078,7654.815862137602362636
"CHN",2007,653049.831540060162646820,54490.486339919860434631
"CIV",2007,90875.75714675845617872,259.56251156648519767
"CMR",2007,45916.51184510483420437,55.16559634183132789
"COD",2007,462776.03638964623535453,4049.08500624555767528
"COG",2007,29764.68775926630477168,495.48526761023792103
"COL",2007,269028.66517822901935783,14889.86074535875210613
"COM",2007,77.72839324684080939,0.67805536861924914
"CPV",2007,1.1835423629242623,0.29477088046223965
"CRI",2007,11464.46280983819642058,428.43150031928385553
"CUB",2007,7873.76079835750002374,1449.23257621167085607
"CUW",2007,4.21289018005696456,0.15050885535481773
"CYM",2007,17.86412730716146092,0.72641323408203126
"CYP",2007,778.23927838075251083,522.4215149050707595
"CZE",2007,21324.551974388821684781,41.367775244188371726
"DEU",2007,93220.690592442465478295,995.908471542469473665
"DMA",2007,40.30000140911838872,0.89062927858289938
"DNK",2007,4381.407303646205786813,29.704993831213107246
"DOM",2007,16059.49897309219382442,1020.54004853353537452
"DZA",2007,5199.636482684374420694,3388.741622468449746614
"ECU",2007,60591.12153159196855798,2447.40830884855709579
"EGY",2007,78.2701398879904656,23.06054769443576452
"ESP",2007,60256.377765210763494099,7030.036656639410646774
"EST",2007,16188.672523832684321043,226.626468917560677016
"ETH",2007,25608.57311327880701054,28.11934243916666800
"FIN",2007,151914.877908359606637572,1648.702694274316476756
"FJI",2007,2148.39321836769624261,77.57006966291994083
"FRA",2007,49246.222930851222642412,1193.650199376950723176
"GAB",2007,16501.47574793807364977,75.21146969744321100
"GBR",2007,31214.713323228102198992,2360.556595379221113263
"GEO",2007,992.446000077695421226,266.739902618660662175
"GHA",2007,40183.87922056411492649,37.18213164114420798
"GIN",2007,33821.27135082504108532,77.42077676722656685
"GLP",2007,158.30311890426703498,1.10899282069498704
"GMB",2007,49.60546797636611161,0.0
"GNB",2007,6044.02762128896022344,5.42760296866536486
"GNQ",2007,3141.60414535595128651,8.07473479893863367
"GRC",2007,46064.152983470899288132,37273.159611390280944290
"GRD",2007,67.81289337326606303,0.30116950457085500
"GTM",2007,126476.15506897732073187,11043.72861809436037552
"GUF",2007,3328.10883444342289158,223.73984491131973547
"GUY",2007,5249.63189160969342174,338.59790335930241360
"HND",2007,42412.83073001497656806,2372.30263736252909394
"HRV",2007,3237.057781407135922644,368.934026258591447724
"HTI",2007,2077.13860400319426420,77.15547821089737410
"HUN",2007,9360.749328910868183965,146.288526146306379875
"IDN",2007,1387620.76708363045938050,216277.87643034386496204
"IMN",2007,60.77676924526044243,16.81998043026475921
"IND",2007,67730.81495968731157807,2211.68468901505860276
"IRL",2007,11688.260499550482505980,1139.400987937076909097
"IRN",2007,131.05927632243490990,17.190033202235243324
"IRQ",2007,10.328544856586371974,1.30457815482747395
"ISR",2007,47.96047012410915705,3.20249402379231776
"ITA",2007,11588.997407248033966540,1875.225141230952233254
"JAM",2007,1269.91525929929814742,18.95178884166775277
"JOR",2007,0.3919256967480469,0.32649349994140628
"JPN",2007,45585.658028455051972458,850.903175632067100296
"KAZ",2007,4605.437639402064684763,1658.313001629940693822
"KEN",2007,26103.03703849441520990,109.73825243598308699
"KGZ",2007,107.371652485162807846,61.032785550499143514
"KHM",2007,77701.67995060871282793,1275.43772477092485662
"KNA",2007,12.28689484910264728,0.14717311423828128
"KOR",2007,8096.768223149307601490,1282.127512856106114444
"LAO",2007,132976.31182366887348181,423.15342786250930419
"LBN",2007,272.96596107955280444,102.34790044194107209
"LBR",2007,44282.15872016472460630,182.08285474524440610
"LBY",2007,4.29091529814561684,1.3652113973404950
"LCA",2007,48.57569600165419024,2.69056394073621948
"LIE",2007,8.43393201663411465,0.0
"LKA",2007,10241.89610896726819761,139.79857009103109172
"LSO",2007,3.01869057673611123,0.0
"LTU",2007,16036.704996491355602487,112.621494214598520454
"LUX",2007,502.232574656069908435,0.24943959112196180
"LVA",2007,36128.752470417226278297,267.387295384177562160
"MAF",2007,2.70954501246744797,0.0
"MAR",2007,2513.07049537886848362,718.30605870628283505
"MDA",2007,236.262822165666251125,17.17970440344183983
"MDG",2007,188580.01678199269244193,6977.87331911023107115
"MDV",2007,6.19346760023498529,0.0
"MEX",2007,218643.14166568833195793,17117.40154004651920873
"MKD",2007,3862.806465321807671379,1773.141499995381500414
"MLI",2007,125.08522385789603349,0.5217175381005859
"MLT",2007,0.81383764453125006,0.0
"MMR",2007,146598.38980402397634928,2740.35512618815755123
"MNE",2007,1051.53855042660376651,451.95856859461568305
"MNG",2007,48081.603562088417269655,46149.829919565030958261
"MOZ",2007,138504.90419819690086536,1047.47963052099152545
"MSR",2007,10.47386602865343004,3.17163481978190151
"MTQ",2007,155.67514304319500624,1.48998072972439243
"MUS",2007,131.71048106381720384,0.0
"MWI",2007,7493.24837273084533243,26.51610319649197052
"MYS",2007,405691.79302861875857069,6595.02508060784439569
"MYT",2007,20.04483602257811762,0.07509898371527778
"NAM",2007,81.17665897174262801,0.21537762190972226
"NCL",2007,975.11347330660308110,293.03877361470249365
"NER",2007,0.07517093559895834,0.0
"NGA",2007,24572.68286832744107752,81.25862353530898312
"NIC",2007,88477.77613624511676747,1651.72417209493519579
"NLD",2007,1646.044963282240178741,23.860966134960936586
"NOR",2007,31841.200331921666694681,795.781325401176173494
"NPL",2007,3465.50226913828282470,436.19257008153322383
"NZL",2007,62643.220216929505055794,1983.201178639294451812
"PAK",2007,1083.75136026066761242,727.76766541276925396
"PAN",2007,20657.62106836026887369,1001.42922527743719444
"PER",2007,115718.08094816576332763,5816.16752145897885045
"PHL",2007,66497.03977655593615502,847.37988289502293892
"PLW",2007,90.71366142321858611,6.48462734873562316
"PNG",2007,49160.77644587482432687,1858.01331281920386737
"POL",2007,57310.550569621388069864,246.506966295661919246
"PRI",2007,1037.45105638170893915,16.03200981444987126
"PRK",2007,13288.32984730668201937,3389.45524681409548784
"PRT",2007,36321.995905753258889376,3344.825534075185241642
"PRY",2007,426191.28654552768387120,24287.63764980984326400
"PSE",2007,1.17988217136935768,0.0
"ROU",2007,38081.765453967402518926,1158.091149713587456158
"RUS",2007,2338922.831556213839753063,1324477.062392079035841152
"RWA",2007,1429.97672936732884231,0.23069119034484864
"SDN",2007,184.920784925921194,0.90199039373806424
"SEN",2007,172.32132610701822284,0.52582347317437069
"SGP",2007,74.44906843084170648,0.76911934852240664
"SLB",2007,5665.38981761837780836,67.32768347236410177
"SLE",2007,21878.47752794345003132,89.97634335967775611
"SLV",2007,2984.30827740898897635,123.66391773447806605
"SMR",2007,0.8922185438650174,0.05573355229166667
"SOM",2007,270.58776249335278538,9.9104776310195224
"SPM",2007,0.21181738055555557,0.0
"SRB",2007,2254.056465011240287998,459.66131974044883328
"SSD",2007,9523.45637468165257326,47.23225961404758515
"SUR",2007,3625.82797748385752047,225.60178857258843741
"SVK",2007,9485.617115487999171649,62.112446796002615280
"SVN",2007,2099.79961836679795694,141.253158735603229615
"SWE",2007,182858.110481367295311094,1941.505857342666589153
"SWZ",2007,6469.37108747375823207,56.60750609145834196
"SXM",2007,5.42039527814453019,0.14650180466254341
"SYR",2007,1577.36214372185115209,1159.477215317160045266
"TCA",2007,73.54047559605250152,7.58164450066840320
"TCD",2007,1001.07737120784428694,0.9831052382438151
"TGO",2007,3179.57811512974391299,1.06678213447536891
"THA",2007,92616.93247653052342249,1010.89228167320070726
"TJK",2007,14.03999339971788252,3.10020195761935786
"TKM",2007,37.8076880504275185,5.85018878666666727
"TLS",2007,1556.12963303396710862,108.06842140947917776
"TTO",2007,1108.58661231665991788,32.45331597684515711
"TUN",2007,878.480331185896022544,286.08242810624569754
"TUR",2007,25344.020942960121341724,4472.463718494069225299
"TWN",2007,1729.67014367837382139,43.05619908245660155
"TZA",2007,121682.54982830888292142,429.55791778696349537
"UGA",2007,36627.10872312990723329,19.06132981026345281
"UKR",2007,64266.591846403690075177,1682.016090108990896725
"URY",2007,21548.92797963647748703,517.22323876793490297
"USA",2007,2435114.855212388635432502,581025.573775552789142481
"UZB",2007,43.11389129414930235,5.43898473732855909
"VCT",2007,23.15694366338270758,0.59976748742567280
"VEN",2007,114340.29575607810455660,10235.34209806966614911
"VGB",2007,6.13866634203776106,0.43850598780707468
"VIR",2007,25.06351792785156487,0.2193877566796875
"VNM",2007,80229.67166916140618803,1274.88843128774259241
"VUT",2007,111.97315672256834853,5.43620629424750449
"XAD",2007,6.73541505858507155,0.0
"XKO",2007,810.67803561799230853,380.40560945842264285
"Z01",2007,219.68537418853081352,45.98805245282335211
"Z06",2007,39.71174394994900458,13.36162922939453522
"Z07",2007,5955.88922718619116650,138.92015984541558513
"ZAF",2007,47105.15703608384663325,2915.69786186545237386
"ZMB",2007,53768.39443020589546331,29.93747951296441118
"ZNC",2007,25.3555316929687578,2.52098109756944452
"ZWE",2007,9295.69900365454495920,73.47229628008572521
"AFG",2008,107.52274130641930628,85.33659371116103517
"AGO",2008,103556.85839188967352932,1002.13061238489240584
"AIA",2008,10.31748855364257853,0.07316097600802951
"ALA",2008,1291.947955334655916626,28.163365087339409523
"ALB",2008,5470.259323013979737816,3225.105305382227224980
"AND",2008,5.2478634872026910,0.057043466796875
"ARG",2008,592718.756614779729008840,29759.241311587714582186
"ARM",2008,113.03153313903212186,5.972441776573350156
"ATG",2008,45.69564378295572299,1.10286967027777788
"AUS",2008,205723.692267143059952711,105539.557258463742929817
"AUT",2008,26909.617545723969481686,405.876181350110741194
"AZE",2008,472.316924148984494465,39.029229770173618905
"BDI",2008,1999.44533270992287513,0.1535469746693251
"BEL",2008,7213.544718469387716219,63.940628612356776258
"BEN",2008,481.55173986338453631,0.45869360451605902
"BES",2008,0.59092155711154517,0.15045208171115451
"BFA",2008,4.75749902189019080,0.0
"BGD",2008,4480.16081560459290099,74.17304434061631286
"BGR",2008,6448.134766977129480796,457.554923406649441782
"BHS",2008,1949.23576147202231756,392.02438878293274250
"BIH",2008,1551.788318214344961944,235.89755542926019893
"BLM",2008,0.1466102862543403,0.0
"BLR",2008,35896.529445455947714461,518.291851918609125620
"BLZ",2008,8283.71293791667441075,589.47543659608070823
"BMU",2008,0.19589676768120662,0.0
"BOL",2008,369893.78274179312550310,31345.51909733146596645
"BRA",2008,2444092.62037510049807444,167136.18064924735010774
"BRB",2008,13.71672659023274881,0.0
"BRN",2008,1299.87383449551537400,61.11484843443929651
"BTN",2008,775.40216834939679642,124.94558581281262139
"BWA",2008,26.06325585573893031,1.13918285079535608
"CAF",2008,31859.90491326849903639,71.12855024631646328
"CAN",2008,1949008.136721165279751728,1064678.547939090818946394
"CHE",2008,2416.675106429398798531,29.06782560846354114
"CHL",2008,123084.551408253000426339,15435.371305764569960708
"CHN",2008,738091.894053394227373741,71868.787480136343948725
"CIV",2008,127583.00663839097049767,91.29056076417670225
"CMR",2008,35140.90827723009571971,70.31276184431423742
"COD",2008,404912.23805370495291657,1687.96795496242784830
"COG",2008,17375.02787250354353290,120.86002320189824109
"COL",2008,231748.07901956597980303,10643.73602731223610612
"COM",2008,34.95359877595323568,0.45178904900390630
"CPV",2008,0.29629073655273442,0.0
"CRI",2008,21890.96048668951204480,865.16005130435667952
"CUB",2008,17083.66458440172919815,1458.67361117141601899
"CUW",2008,5.4925180681391056,0.30107815214355473
"CYM",2008,32.34618677929361761,0.50766711321940106
"CYP",2008,94.79670437978517750,37.98918583414062195
"CZE",2008,16873.305426064699373187,161.172013596006953186
"DEU",2008,61693.490978183900053405,351.796453716733954716
"DMA",2008,93.37368369661084392,0.96502038287489159
"DNK",2008,6060.808106283102272943,30.149836441221787725
"DOM",2008,21612.13359525883978939,1729.16104324671670342
"DZA",2008,7971.157749300108104074,4893.049707090958228968
"ECU",2008,51939.84543173311685885,2102.60971887549278749
"EGY",2008,81.46682983915689237,36.00425042871202759
"ESP",2008,44287.974162119952239530,4646.278823820587913145
"EST",2008,18296.634988720736012705,400.135493019567730295
"ETH",2008,24008.62800586983451988,54.40020778499606843
"FIN",2008,200191.999163051212405051,3135.070390188149688135
"FJI",2008,2387.25711059956875992,40.64890624965929457
"FRA",2008,86955.399925394930873477,1354.842188570087068640
"GAB",2008,17367.16598726378958363,135.38449823688910562
"GBR",2008,12503.932985473376809135,956.746556540512154332
"GEO",2008,745.617969513215868573,204.711902718692432084
"GGY",2008,0.50408935039062504,0.20159792903645834
"GHA",2008,37826.67255468841611907,48.97470115401611573
"GIN",2008,21481.21062405949517413,12.30469655652479541
"GLP",2008,134.85936135622832698,0.36999772869737418
"GMB",2008,297.21283617773449733,0.52425585929741753
"GNB",2008,3248.51267963005199008,2.25891544378417973
"GNQ",2008,4821.44523027302362740,11.45713562951755203
"GRC",2008,21198.266762120263805765,14154.518430483118687744
"GRD",2008,64.18114656382975012,0.75223015962402353
"GTM",2008,77146.55774639717824081,4963.71919473694805420
"GUF",2008,5223.39538207912188257,263.83020852448558309
"GUY",2008,9459.83784549611954237,422.53061291727107694
"HND",2008,43299.34545581152928342,3013.11279310656114342
"HRV",2008,3890.690569055706405353,227.692968419045257161
"HTI",2008,2191.69479805241856474,103.48065390595269477
"HUN",2008,8911.031050297146291971,118.010189178721894741
"IDN",2008,1396246.29842618202163863,59071.52906293013968484
"IND",2008,78640.77739285865837097,2765.06121351151369396
"IRL",2008,6924.228602798259071494,322.360943746894520259
"IRN",2008,374.201338121288928018,83.66397901747177949
"IRQ",2008,17.80291335387803767,0.50728574404947915
"ISR",2008,65.05592308377386598,3.13171730105360270
"ITA",2008,15149.302496407100885310,2532.016787920786037238
"JAM",2008,2026.92094824551838457,35.57651546553928044
"JEY",2008,4.15206704295138932,0.0
"JPN",2008,40838.810029265602991091,710.632173515609818413
"KAZ",2008,4548.577746346255166647,2093.151553271631889615
"KEN",2008,19223.97798268839104295,143.46778544096008570
"KGZ",2008,106.68695432008248397,62.240067698556863756
"KHM",2008,83510.46442518007977490,567.07835795736604824
"KNA",2008,22.80816580664930593,0.73577702136176223
"KOR",2008,14022.464842158624801079,715.817249607498968451
"LAO",2008,80584.03222633800609409,304.82542573142304008
"LBN",2008,393.79677018281909409,121.68407261237429611
"LBR",2008,36172.53767217808618031,21.06402348681966223
"LBY",2008,5.71957711508246676,2.79495295920247424
"LCA",2008,56.11256767193902872,2.91370115021375885
"LIE",2008,8.220267682050781390,0.31576570460937503
"LKA",2008,6499.64210426147960598,49.70023814276937131
"LSO",2008,5.78641284762044337,0.13435282158311632
"LTU",2008,15203.279650843622507036,105.943854066963974666
"LUX",2008,983.528108090982936804,1.59750747545789943
"LVA",2008,29308.397916637077772816,134.094851030614141164
"MAF",2008,2.92932806488389606,0.21970211740234374
"MAR",2008,3409.46599735978424187,1070.27712574972093021
"MDA",2008,135.053631864329433236,10.714865421093750866
"MDG",2008,123502.19400537669930754,4019.96780370967584837
"MDV",2008,6.65292515358968164,0.0
"MEX",2008,184333.94566468259728574,20531.34085450830254442
"MKD",2008,3960.40256133143264622,1163.75559953325106475
"MLI",2008,105.64487599689291409,0.37422696334472657
"MLT",2008,0.9392073522656250,0.1880105450282118
"MMR",2008,119216.56090174641853247,2212.69207880363919474
"MNE",2008,1429.190371314708972780,384.606415501098190775
"MNG",2008,56001.76435971554233920,50952.596663212074962245
"MOZ",2008,204779.84994677825624855,1034.94768571453610872
"MSR",2008,6.56391104961805633,0.29491893966362849
"MTQ",2008,278.12291535140298474,2.45885693366373704
"MUS",2008,188.63573474119682990,0.0
"MWI",2008,9728.04343265250526549,17.08827350617350499
"MYS",2008,368259.83638791397262585,4380.95915182400273428
"MYT",2008,42.79123389549912179,0.30030495684841581
"NAM",2008,33.72920035495768520,2.97264172010091171
"NCL",2008,521.78020264025066972,70.51656830771810291
"NGA",2008,27470.58229318519661580,46.94563064350883597
"NIC",2008,53793.49153875442839119,1338.81921281672333705
"NLD",2008,1150.703209829798459178,42.249914092528199023
"NOR",2008,33815.516683910215836095,1408.781439680043125680
"NPL",2008,2991.81297331052719669,399.30382933818905714
"NZL",2008,61372.307101543211694355,1578.819798264177388008
"OMN",2008,0.0692374569813368,0.0
"PAK",2008,995.03152047170909841,488.83328223106426274
"PAN",2008,39955.71244479957110464,795.06822553023996951
"PER",2008,126648.99882241448510315,5527.83626034083060083
"PHL",2008,38702.77646807087168712,661.08511355895814375
"PLW",2008,64.54485364530816482,2.89877538829671252
"PNG",2008,71045.28710056232340874,1639.20499548783508271
"POL",2008,47940.818657414048780448,311.235886147096350363
"PRI",2008,1215.50516190981530100,12.87625175613172551
"PRK",2008,18782.048483434658897270,5881.03175262489542554
"PRT",2008,33614.779509589257832656,1596.656704981279775351
"PRY",2008,376296.07250598098978137,9848.40702128283635932
"PSE",2008,2.546264557271051,0.6524340947450087
"REU",2008,15.1003562754437915,0.0
"ROU",2008,17535.894726435038121569,185.688861716158878619
"RUS",2008,3047987.664805596271039570,2077044.354265763410241079
"RWA",2008,1100.55371885931989486,0.53810111304029680
"SDN",2008,55.47708850872070451,0.52938731830078128
"SEN",2008,285.26992019948297477,1.87726683889594219
"SGP",2008,35.45650921459620585,0.46147102839992948
"SLB",2008,8171.17203105556572177,113.41814632230008377
"SLE",2008,20924.78507319912844750,222.96721578091339748
"SLV",2008,3324.66179785622324229,91.65209130182671300
"SMR",2008,0.39037321034939243,0.0
"SOM",2008,250.20504744421877825,0.76789265502911040
"SRB",2008,3260.221614775186663105,416.43763657101119112
"SSD",2008,9009.21257953658644615,56.67171351719075169
"SUR",2008,7510.57718588067047220,419.54213262406428070
"SVK",2008,13465.189253886710308616,224.646225400920180856
"SVN",2008,1853.843750556889822185,45.87223350110894295
"SWE",2008,293724.063586128859080837,6676.609070789874815915
"SWZ",2008,4582.32798178305396464,38.52172468661783665
"SXM",2008,1.61125397890299480,0.0
"SYR",2008,834.15774239651478581,462.52400709286937831
"TCA",2008,61.23841442164605382,1.50226557231011303
"TCD",2008,3402.11148471742619158,1.59942356136610253
"TGO",2008,1171.87684886247763320,0.1522140948079427
"THA",2008,80119.75380092702065742,561.40155129307750115
"TJK",2008,32.868210734954429316,5.03399633496744815
"TKM",2008,74.74021833385416056,10.1892250648958357
"TLS",2008,832.80521858500871408,96.59318478280165932
"TTO",2008,1269.89814536695784510,18.00869952022406815
"TUN",2008,718.406462444519865210,284.527154355527048504
"TUR",2008,28891.373876399055932898,8309.155651748576101287
"TWN",2008,2311.26756428610242233,65.63979814965495291
"TZA",2008,164248.22264067853651910,222.60241716339546173
"UGA",2008,36925.97909246150197378,7.37776009421091744
"UKR",2008,53015.602414098139536259,1623.120214911022276044
"URY",2008,23686.82161341360712346,543.58336357272679068
"USA",2008,2213710.039646728660441066,420603.826885598087107896
"UZB",2008,43.52042789555555714,5.80936020758029658
"VCT",2008,41.89964469269749107,0.29995587356282555
"VEN",2008,120585.59490963330476578,4069.75899010735338335
"VGB",2008,7.01528945753363672,0.21919333145073788
"VIR",2008,40.01919435114041081,0.51232916495876741
"VNM",2008,108304.62305329291216767,1063.28357638586215629
"VUT",2008,194.05837125901204358,6.52273456915690184
"XAD",2008,2.79354728482638878,0.0
"XKO",2008,1143.046485289078271175,259.59718898999133507
"Z01",2008,267.02504430468642339,63.08938680958768389
"Z06",2008,59.27043463412325781,31.57522123304036906
"Z07",2008,7044.95273403428933954,170.83815863981557021
"ZAF",2008,81375.56016135116501666,2646.49624666257307021
"ZMB",2008,66101.69643631036181492,168.61659642253377815
"ZNC",2008,40.36793268192272835,11.47860739776475605
"ZWE",2008,5427.48952563396776492,70.26365278600747573
"ABW",2009,0.37579783816460507,0.0
"AFG",2009,70.40549692405382981,50.85467319665364495
"AGO",2009,165903.41087283433235845,350.34024351742680994
"AIA",2009,1.9024675801540801,0.0
"ALA",2009,675.746188019686585810,13.334865317311199040
"ALB",2009,1336.925904509687783194,267.44891633151068296
"AND",2009,2.853299605214844,0.05703379233940973
"ARG",2009,309853.641248659302453377,35652.609992382218325975
"ARM",2009,202.733517452042168319,32.04737289060763760
"ATG",2009,61.53009481933485877,0.73447642279622385
"AUS",2009,203709.600426892257377884,91427.163948744947422627
"AUT",2009,15893.424833940884750233,110.14986362388673494
"AZE",2009,371.834047451176231217,65.003643414754773964
"BDI",2009,882.77601845160241275,0.15361669721055773
"BEL",2009,5176.362958543154787271,47.526279607608511321
"BEN",2009,4920.32502133790909965,1.52712267582058389
"BES",2009,0.95614435155815980,0.0
"BFA",2009,4.53171442904893643,0.15097762836914064
"BGD",2009,5624.76773898496699383,93.23923958524523605
"BGR",2009,6099.585675575222275855,360.455763948339777751
"BHS",2009,823.97196244436356802,148.51165952878910998
"BIH",2009,1296.33477499619906401,178.556338983652133294
"BLR",2009,35542.726699277306736229,1031.213179363650319696
"BLZ",2009,10296.63363073037332182,939.19147225577249532
"BMU",2009,0.45706411255859375,0.0
"BOL",2009,225345.92426266158764583,15886.07119011900701597
"BRA",2009,1817715.11229197713617287,122384.16156104890435097
"BRB",2009,13.26493627910753091,0.14982451955512155
"BRN",2009,2169.39725017146493602,202.12419911508955137
"BTN",2009,1175.39090584560222124,148.19903746417859637
"BWA",2009,41.32463148358724224,1.004998669435764
"CAF",2009,48252.90322140529014041,340.68080020223484829
"CAN",2009,1550370.861128693900911324,772870.320567699419996991
"CHE",2009,2273.222130563819366785,12.103603051243489076
"CHL",2009,88558.755040253394576778,9348.662528588495860381
"CHN",2009,599709.961067231945290840,59943.528495428355900935
"CIV",2009,108886.89487057907632438,146.35648769437554511
"CMR",2009,36072.01143842584189409,50.63628801429551789
"COD",2009,635435.95837221810594257,3230.42126078547895550
"COG",2009,19073.23680416829494127,175.91933095053636334
"COL",2009,237718.05220455571772081,8517.95425795661004721
"COM",2009,112.20632873138346814,0.75284942715711808
"CPV",2009,15.9143745273133678,0.7435398283930121
"CRI",2009,22427.42860713505767192,783.66062518593697614
"CUB",2009,16259.82941949967848577,2129.47609741604312305
"CUW",2009,4.66494984662977449,0.22561969726779513
"CYM",2009,29.88331568068250144,0.0
"CYP",2009,56.43821076921440546,13.76051643283637047
"CZE",2009,13515.576022752503191087,14.688880680540364984
"DEU",2009,28761.774966250398301066,170.210980664954446763
"DMA",2009,73.78040032252820952,0.66785987237250434
"DNK",2009,6645.678949661105775393,86.598110276588568941
"DOM",2009,13966.76962716509163651,591.64030816948897857
"DZA",2009,10465.784346599586523449,6236.429749836495457778
"ECU",2009,57714.19494844510610114,2787.08460574915047713
"EGY",2009,59.56834375042102163,10.97429643683919344
"ESP",2009,67544.719358624141594735,12963.005831175097690943
"EST",2009,18822.906190684426687169,211.802969040583907047
"ETH",2009,29279.02030635406887959,38.30009164441623391
"FIN",2009,176320.215504527947195610,2159.866701426269693873
"FJI",2009,1790.73982408515172883,40.85838793381186324
"FRA",2009,67053.599175993195670509,1382.878726926825376519
"GAB",2009,18252.22194231392299906,107.28851908324407743
"GBR",2009,37716.595439108323707142,2758.202613774193268088
"GEO",2009,448.366380858064265146,125.20868111936193327
"GGY",2009,1.61227687947482643,0.30233691241319444
"GHA",2009,38255.04160522494697901,52.97459348974257112
"GIN",2009,23388.00516893765921056,16.39720368979709250
"GLP",2009,118.32368389433318512,3.76743547356716606
"GMB",2009,8.99177808664387982,0.0749485565592448
"GNB",2009,7963.97350442810621574,3.77068470278320324
"GNQ",2009,5684.84463050666361349,11.07148600368082650
"GRC",2009,6564.564916578891442980,2078.566672458755973124
"GRD",2009,93.76963414145562089,1.3541294300922309
"GTM",2009,86979.73799104488110459,8088.57140285228256229
"GUF",2009,2861.95399668145458269,237.71323398014426877
"GUY",2009,8267.02679704091721922,487.74457297166505151
"HND",2009,51514.57410180925176807,2949.53331593319799629
"HRV",2009,2902.369022177135491206,157.435101853235634076
"HTI",2009,2464.67131535087098228,54.64289698857205442
"HUN",2009,10070.571040471749367337,76.492060035338562816
"IDN",2009,1944957.34422383990367527,129811.16994674201350950
"IMN",2009,94.2372747002300371,16.69665780757812709
"IND",2009,74155.04325193387006300,2554.01793293673274381
"IRL",2009,7223.571355850972824027,150.245674679062511236
"IRN",2009,191.287619243028413281,63.31608218370225971
"IRQ",2009,15.79663199298068902,0.62533004961154508
"ISR",2009,93.09575980332140291,10.04139338339409878
"ITA",2009,14791.634903580433708659,1046.739881467675948762
"JAM",2009,3538.28177720722563197,43.70645328038194598
"JEY",2009,2.53087140453559047,0.50614684219618058
"JPN",2009,40894.679061990597087369,630.404947814719029082
"KAZ",2009,6432.647497601034703643,1769.982906338120189501
"KEN",2009,17696.35663009880698382,62.82355351884726867
"KGZ",2009,200.92763630408206528,109.47316164796225499
"KHM",2009,121049.90351465439593957,3170.76662536590257356
"KNA",2009,33.76806495034938975,1.32440451371093745
"KOR",2009,16415.967695270472013034,2331.146185267046300575
"LAO",2009,145558.83065858630399992,296.95476695706978212
"LBN",2009,340.44679870227222850,42.19486486007813132
"LBR",2009,75136.04782429279964196,293.32471653506402742
"LBY",2009,5.52310519517795254,2.9900562417838543
"LCA",2009,54.92288419986437110,2.09168524111979198
"LIE",2009,4.21445921202690965,0.0
"LKA",2009,13974.00786134740324510,288.37759383303302851
"LSO",2009,4.28770221745659693,0.26803664158528647
"LTU",2009,14407.674063985241174830,40.455142702363282464
"LUX",2009,216.400108913355060064,0.59892051083333336
"LVA",2009,34916.182233482722081319,101.236098256688364503
"MAF",2009,0.65909474755859373,0.0
"MAR",2009,1197.39758728637489216,405.60463173233289838
"MDA",2009,187.712269190859386115,10.750102009544272224
"MDG",2009,136536.84638276398780538,5138.65994982834322915
"MDV",2009,5.12517064116394087,0.0
"MEX",2009,281120.23038416320468682,40934.16794704736085759
"MKD",2009,4300.855167790768272406,717.658115138099329846
"MLI",2009,157.69520958571185844,0.0
"MLT",2009,1.56450450268880215,0.12533668021701388
"MMR",2009,216305.72023118498465703,4183.77054164364212521
"MNE",2009,565.169934177639103006,62.77661526529727720
"MNG",2009,81792.048433338352875428,79828.156592727732736348
"MOZ",2009,217510.17473348185327967,1242.63611313882612266
"MSR",2009,4.86755067192165824,0.4425937887575955
"MTQ",2009,199.24540572888512545,2.90595568829589854
"MUS",2009,241.85718060652215842,0.0
"MWI",2009,4034.53313322777128580,20.37040004701443461
"MYS",2009,623092.73742779254727426,11785.37181234077120966
"MYT",2009,5.70466428454752669,0.0
"NAM",2009,86.03695499177298600,1.45099092883897596
"NCL",2009,975.86237901427272420,79.90935309107205077
"NGA",2009,25289.74205926540477899,42.15934328142551112
"NIC",2009,83078.34813957359330234,1356.65462353544568342
"NLD",2009,1559.085973292391454607,90.58960805140412144
"NOR",2009,23316.629292362765235272,879.212981925773943324
"NPL",2009,5524.06959076128353645,1330.76337310646033076
"NZL",2009,59613.747039241615327384,1090.628087947743115666
"PAK",2009,878.93167556915228474,575.17610831548079432
"PAN",2009,37043.23733850633505816,995.42183049323463500
"PER",2009,177910.88670441331371638,7217.77085287338390465
"PHL",2009,60889.77551774325983677,675.43826111577799423
"PLW",2009,30.21298275067409808,1.37331447241210947
"PNG",2009,49210.51683239729042238,1499.81749293884753386
"POL",2009,46925.505842480268544757,202.368317895690091280
"PRI",2009,952.68119189527354923,7.46065573721028721
"PRK",2009,13112.960358927706804525,4578.199729268407091074
"PRT",2009,39860.010519727124472415,5597.364282367016543674
"PRY",2009,353171.61197115321769188,9109.06787005515437045
"PSE",2009,1.24483022400173611,0.45672621003472220
"REU",2009,187.25891074539276209,0.0
