"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"UGA",2002,667.81053529794001122,375684.14095930825956
"UMI",2002,4.31264620745659683,0.0
"USA",2002,12.71152890239800361,5084.437876581680416
"VCT",2002,0.07495259433865017,47.64689393746798
"VEN",2002,11320.58610786590894626,6492287.426865581298914
"VGB",2002,0.95006064361545153,537.7595388058907
"VNM",2002,11028.63885540967428960,6481822.561619162207365
"VUT",2002,18.71587643949110464,10717.49252555744601
"Z07",2002,3102.98252887638968213,1893688.415526126934838
"ZAF",2002,350.00246313548620826,169862.925984483073016
"ZMB",2002,62.40147400261553224,32225.810060356414074
"ZWE",2002,14.46358335918511233,7873.857492311830958
"AGO",2003,2963.29318069629853195,1801969.077443528119413
"ARG",2003,14459.58423855765490346,5393315.696904936611602
"AUS",2003,0.60726459230577263,331.327554122021534
"BDI",2003,51.55890953198691548,31235.12008283469668
"BES",2003,7.12073436079210372,0.0
"BGD",2003,266.91833755532962889,173282.240841645665085
"BHS",2003,0.2116896540625,12.820167056662052
"BLZ",2003,2992.54878092700998351,1482274.7541745826197585
"BOL",2003,77076.27205292834734156,41217576.269495239056093
"BRA",2003,1570540.46331468429285190,935961238.560120481435484
"BRN",2003,379.43454884667149977,296817.225982096339204
"BTN",2003,84.66540713421440664,53190.613399976031390
"CAF",2003,3025.66622561753639281,2180136.932820150733207
"CHN",2003,1590.32110832534558522,946445.662682732949038
"CIV",2003,16575.01314525020494573,7189266.590365841428772
"CMR",2003,9967.20681077520501986,6634875.461231670847485
"COD",2003,78138.25170693271160716,55714037.810354832794229
"COG",2003,9874.75792269973407935,6129484.714657003421832
"COL",2003,32062.94664880199316875,20100823.340202780929094
"CRI",2003,590.91052189845865785,354717.800864904001368
"CUB",2003,201.58485332779292192,162050.6951648730927640
"DMA",2003,9.72457471528754306,5735.82024773655620
"DOM",2003,460.63568804336697205,182363.302283372275036
"ECU",2003,3385.90863053175896349,2488263.902396298564293
"ETH",2003,2542.49198463388370016,1652335.042055935469126
"FJI",2003,53.21087267159286134,28566.826242621902143
"GAB",2003,10674.32098277132065538,6881446.092566794906021
"GHA",2003,1872.65390342591459813,870671.204997381330745
"GIN",2003,287.43739984522356719,145086.641680310705973
"GLP",2003,3.84483877007270035,2137.89389947945995
"GNB",2003,14.26996006293782673,4587.310268955030521
"GNQ",2003,960.34041914963779904,624039.167958668553890
"GTM",2003,24301.23791724384627390,11419391.3747133274465814
"GUF",2003,1267.39961934566594211,1006315.757645323734449
"GUY",2003,4216.40688066703920344,2456087.314926373812282
"HND",2003,8855.60342249312011747,5059993.2129083083280793
"HTI",2003,14.33538363853840921,6726.801628275916728
"IDN",2003,248435.97585151179479188,253833835.323967638277768
"IND",2003,8255.75781013224658080,4995840.901222713736322
"JAM",2003,152.36760226338325333,88753.160617785000277
"KEN",2003,1568.12530771647951886,996781.239900839730571
"KHM",2003,24060.75302588554501028,13380663.576225542849279
"KNA",2003,5.00276932273871343,2190.363829721838679
"LAO",2003,20468.86294442009582678,12664307.560592150078208
"LBR",2003,4820.83807672931978357,2539570.120591471007084
"LCA",2003,1.86830529101182747,1077.56657710669628
"LKA",2003,991.42360557821636825,408878.739600235962409
"MAF",2003,2.41663369414171071,1044.448375566632846
"MDG",2003,15332.58616173083019635,9162806.352244380871593
"MDV",2003,0.68886633312554252,33.09228795597424
"MEX",2003,17932.82348662118554704,8051091.225720096694758
"MMR",2003,13768.18041280557336886,8842111.226348038738147
"MOZ",2003,91.65641669239584093,41685.483718051473197
"MSR",2003,0.36880606970920142,219.98655583007055
"MTQ",2003,6.70269943120008702,3579.177688274242444
"MWI",2003,9.66250781551269816,5270.15807500647628
"MYS",2003,60417.40799971842499041,52584647.170675544929313
"NGA",2003,1830.25095880257545136,706728.530533957077373
"NIC",2003,5123.65283677508623189,3045573.536386325794704
"NPL",2003,284.62969253626532012,189286.458545785478625
"PAN",2003,1575.62083818207347832,989087.560616590250708
"PER",2003,43729.59676979137453256,29555427.023484310114167
"PHL",2003,4274.73817800766957514,2988483.152378254826430
"PLW",2003,3.35690815748155345,2531.62989498935993
"PNG",2003,15365.92599034550239411,13328245.062682050110021
"PRI",2003,83.34167228755533101,47973.74461442509417
"PRY",2003,74443.44848971340184766,25357529.595599510528463
"RWA",2003,28.97537139098889696,16510.00899810637711
"SEN",2003,0.22544722504069012,48.0516342638510645
"SLB",2003,1276.21785922356570547,988266.641406987162667
"SLE",2003,176.19085482142195006,91551.856699580677943
"SLV",2003,9.58335945795844329,5776.260800924558627
"SSD",2003,48.34699545159857816,28698.50976220767227
"SUR",2003,2243.05149487732497114,1672982.010371272958436
"SXM",2003,0.14648413868489582,45.94141656512471
"TCA",2003,1.78853346906141495,338.187722518383695
"TGO",2003,1.52774851750976573,461.44168791158056
"THA",2003,4241.86286399583662149,2686024.893195321833361
"TTO",2003,50.11670488185004461,28641.774512647434678
"TWN",2003,65.20640405950305207,40430.50794921991568
"TZA",2003,726.59339496534274547,383610.689367951327527
"UGA",2003,1521.14842007176204244,910557.936750271172436
"USA",2003,8.93056397267795154,3364.781502469605314
"VCT",2003,0.5246463214973959,247.36133344872914
"VEN",2003,20761.78909755333793206,10837874.847093853701017
"VGB",2003,0.43850035617296006,199.33538307128317
"VIR",2003,0.8043484781749133,347.25940873513196
"VNM",2003,9521.70941147881781664,5553852.9743853738292087
"VUT",2003,329.79501748273459067,173791.913999572526487
"Z07",2003,2590.22377246776573897,1546092.10728187558276
"ZAF",2003,326.88136395899298734,176767.350838978005027
"ZMB",2003,133.07355664063649050,64033.01229282652002
"ZWE",2003,8.62014817716145913,4874.898261155804046
"AGO",2004,2354.97632785250006462,1422994.227674009350951
"ARG",2004,28090.43650070011115361,10585549.506542400634099
"AUS",2004,0.45553511205512156,221.808060303985218
"BDI",2004,2.7658422863812936,1678.9870694602789
"BES",2004,0.07346776039062501,48.040996304118494
"BGD",2004,347.56188045675450838,199677.945916225177308
"BHS",2004,4.51156650117946936,807.071136756230387
"BLZ",2004,2108.50638454191498092,988889.794056518790020
"BOL",2004,96581.97016646777192488,49120050.102083952102972
"BRA",2004,2016350.02973847839227478,1248727582.763186447807868
"BRN",2004,584.78237855187315687,452313.304818706336685
"BTN",2004,337.17192356522133238,218599.728015232347336
"CAF",2004,4096.37874875210409377,2806400.911678568728675
"CHN",2004,3421.80220966676783032,2017905.07904059106277
"CIV",2004,11229.83279919186089401,4952873.853888747372610
"CMR",2004,9049.26846524855783551,5845868.321905914349832
"COD",2004,123521.15989301252794798,86350980.616507728752480
"COG",2004,4995.59894056907103263,3078588.110587176669777
"COL",2004,81732.76615890029965240,50972434.8544644298193725
"CRI",2004,603.27805120763893070,372543.059515148087484
"CUB",2004,651.64005252844179973,206923.6837166352268957
"CYM",2004,2.10855836277994822,610.975540522598555
"DMA",2004,22.12330750501247897,12243.64125578581382
"DOM",2004,1065.76078972556221321,439370.328782406107120
"ECU",2004,5446.86188543996049750,3852155.647835749971594
"ETH",2004,2729.93030395608177728,1611627.374262744311467
"FJI",2004,231.14562265322572265,124018.030508421209634
"GAB",2004,5698.65092538939913775,3654458.834535746253541
"GHA",2004,1581.80078692339432822,745581.290988660867348
"GIN",2004,552.59577399403099917,266303.348727777015097
"GLP",2004,8.58169741017252567,4695.218751165461416
"GNB",2004,75.94738958341146223,25288.720100061684005
"GNQ",2004,210.82551511441552249,131434.67275039665046
"GTM",2004,17264.51795588573115121,8701116.849194246962812
"GUF",2004,3268.53743244852161759,2598889.2698787042058303
"GUY",2004,2630.27736302563750026,1749590.423864224053738
"HND",2004,7114.70040409247762585,4046499.917104721962276
"HTI",2004,52.92761232347118189,30785.588706731778710
"IDN",2004,479153.04604944957146717,506938176.015876955129410
"IND",2004,14204.21121144393178780,8626377.375177517194528
"JAM",2004,979.76680863567889234,529964.574790242614070
"KEN",2004,2973.69219999077677900,1742135.178831139902225
"KHM",2004,44084.07617944245810059,25331730.284515053595782
"KNA",2004,4.19277861505642414,2189.764221137482306
"LAO",2004,17941.45536649780956866,10992204.954137186556083
"LBR",2004,1782.41996293179211187,938311.161263214275535
"LCA",2004,6.95181299321180637,3731.83792326472514
"LKA",2004,466.73718752559128377,198713.509663391801113
"MAF",2004,0.87876646094509547,412.47927039903496
"MDG",2004,20283.01778544937743569,12100588.819957040670472
"MDV",2004,0.68833650734429257,109.412258904016395
"MEX",2004,18118.21640883983575104,8396170.4393096188230215
"MMR",2004,23285.78749440438023169,14835932.703597545773006
"MOZ",2004,184.78721596536626935,80539.887758280553332
"MSR",2004,3.46630194419921866,1788.36948017510932
"MTQ",2004,13.40168519382215767,7553.75217812794735
"MWI",2004,6.20259859858507148,3087.25587621161500
"MYS",2004,113430.80118116804608257,98235148.147146689862782
"NGA",2004,3055.25118745551598856,1160545.151382540381186
"NIC",2004,3182.42834235639786858,1889132.8627353761275283
"NPL",2004,174.51839004270400709,104047.903582855050804
"PAN",2004,2482.54911850616988316,1581948.990089415015272
"PER",2004,62017.75861789100498669,41779776.687182440138742
"PHL",2004,7078.13890015911213547,4986547.969199316367095
"PLW",2004,7.01906228942735520,5935.235401819389385
"PNG",2004,25102.95332378745940284,21413382.780569739244382
"PRI",2004,58.93001494174696063,33028.51076277573554
"PRY",2004,65084.74140334885424064,25478709.79129430682909
"RWA",2004,6.99410998955179950,4230.513151889798356
"SEN",2004,0.07511126604112413,36.813395393638501
"SLB",2004,2200.65792477184451650,1711430.2870049256361595
"SLE",2004,234.56253496750659789,112979.326688332460865
"SLV",2004,77.72682384445747870,51319.573989343793143
"SSD",2004,80.8763834343866676,48941.8864485770400
"SUR",2004,2814.20873408792808926,2201071.871191226548455
"SXM",2004,0.2929473428710938,102.98343958843883
"TCA",2004,2.28795229555121552,467.474214401268904
"TGO",2004,0.07638703037814672,21.356310570036346
"THA",2004,8018.23349164126826786,5062969.294596041149872
"TTO",2004,152.30712593606500904,85323.973090404108261
"TWN",2004,387.56926088565650110,237907.66794507689156
"TZA",2004,724.48183562752975182,355565.340605982992953
"UGA",2004,1587.09893249973059590,949197.868052135323261
"USA",2004,31.69462981866320515,12900.905523325931661
"VCT",2004,2.09862552305501336,1221.72855559281171
"VEN",2004,15891.23661249503343162,8903739.888636165408935
"VGB",2004,0.95005181121961827,399.35392166108970
"VIR",2004,6.5811902182997019,2933.02167396702092
"VNM",2004,21113.71610140572186864,12663669.386833229461585
"VUT",2004,110.19350775493924799,59945.949852374568675
"Z07",2004,4961.94673068949208627,2991828.652385188246618
"ZAF",2004,430.21307533398889268,219995.330351766336814
"ZMB",2004,431.90642735045294111,207493.792816286809626
"ZWE",2004,20.61857423467447885,12093.32570094604025
"AGO",2005,3110.00209353747040228,1851465.969964626496574
"ARG",2005,31429.66431140433894964,11739022.410368508776863
"AUS",2005,0.60746448859971784,249.354833815716524
"BDI",2005,15.44141162908989946,8228.55911696694282
"BEN",2005,0.22906319317626955,76.004080323888199
"BGD",2005,306.00679136436521728,188282.222402601665888
"BHS",2005,2.83232223570421024,234.116963234500072
"BLZ",2005,3206.26153512343956046,1565919.374849210268043
"BOL",2005,137883.99670223442800504,70477527.3473281477989895
"BRA",2005,1824217.99031233582751453,1176100241.611366169547789
"BRN",2005,602.98764716093931023,450133.391187316688257
"BTN",2005,315.95689397594183836,211327.856631632851115
"CAF",2005,5466.01443146988635479,3665283.857419184460600
"CHN",2005,3075.79346414711183680,1842824.518228004241749
"CIV",2005,6010.23095064578459928,2479305.915644040612321
"CMR",2005,11078.77943388177241964,7186383.886440763639006
"COD",2005,149894.12993354913413048,105051251.559377827401470
"COG",2005,8608.14916414399208753,5413875.830992178111594
"COL",2005,58905.89187924134366213,37162170.657316802681726
"CRI",2005,869.41861333082800410,513483.519558392241296
"CUB",2005,1023.73535993041326522,293951.0817364280244931
"CYM",2005,2.47158031576931455,568.3696368714647575
"DMA",2005,13.28584508893500423,7265.02122831498167
"DOM",2005,4977.01761852263073096,770197.221008690417611
"ECU",2005,6210.65476594726433643,4615770.617326402163130
"ETH",2005,2302.29218866907842834,1286831.518372352906485
"FJI",2005,153.43655265883787346,82929.261943074483900
"GAB",2005,10815.80176693033181474,6887634.458954756623140
"GHA",2005,3402.15156317637402096,1588792.133776034262179
"GIN",2005,270.57807526315337833,126412.569815877925582
"GLP",2005,6.80624069312120320,4017.92388597921831
"GNB",2005,76.26342669537000969,21459.216531211424953
"GNQ",2005,900.48385636522859001,572431.735480058168433
"GTM",2005,33396.52604767821448129,16217055.359725846571398
"GUF",2005,2028.10358142908793803,1594106.697167867170217
"GUY",2005,3578.78145785487926737,2440640.008352435000717
"HND",2005,14157.46948685326442761,8199956.048431212050177
"HTI",2005,36.60767439726454743,14115.20869643375448
"IDN",2005,478404.27681738769141605,513784355.288594249637520
"IND",2005,11134.37862517489128944,6783333.319315566189314
"JAM",2005,3164.15957272312028381,1731001.391880116770968
"KEN",2005,1703.29024011286153801,1001700.561185118083491
"KHM",2005,35978.08120679434404336,21223136.579149592948053
"KNA",2005,4.5613920746712236,2329.85468728386762
"LAO",2005,21598.81756506425796725,13362628.193096290661335
"LBR",2005,2168.34263400478631071,1083740.109388567642352
"LCA",2005,5.53132415788248749,3321.886300953163366
"LKA",2005,546.64128911216376692,233545.641179098868472
"MAF",2005,1.09847702773763056,422.21892583103695
"MDG",2005,22517.44351831581986874,13138175.940850245587295
"MDV",2005,0.30594948389729822,0.0
"MEX",2005,23047.50035357036760677,10671002.4682134440761325
"MMR",2005,23420.77236243599808868,15085185.8140032553981186
"MOZ",2005,278.99545067974335644,136189.411722934596843
"MSR",2005,9.5158042307519541,5535.5386676677130
"MTQ",2005,7.37111373267741014,4280.72497860197004
"MWI",2005,5.79141377649793785,3033.23795774753814
"MYS",2005,114500.97758878862445477,100808674.763881489375360
"NGA",2005,1922.27534910070208173,785443.682966296464612
"NIC",2005,11309.25459901037561308,6801649.065855839286465
"NPL",2005,234.56905637469075599,156359.956106931521444
"PAN",2005,2338.14889008096714833,1498719.873793334762539
"PER",2005,97369.41128401874320907,65133288.820134744080403
"PHL",2005,6332.70053640222873390,4355059.488303848460855
"PLW",2005,15.64008217338568726,11790.623090709296851
"PNG",2005,16365.11615343879135487,13523534.488989126873175
"PRI",2005,54.17298763534722089,30682.047224088084537
"PRY",2005,57704.22306580457055809,21606141.269525773260273
"RWA",2005,14.37314064857829062,8975.53851538811200
"SEN",2005,0.07511642530707466,43.206097581435846
"SLB",2005,3842.55981728837007658,2981410.396796329885408
"SLE",2005,166.69141944233751178,85588.738273321515543
"SLV",2005,31.28639773261881841,18210.592616890805576
"SSD",2005,46.2644874665444642,26875.5162950982121
"SUR",2005,1808.21629178068340708,1367793.483018543346197
"SXM",2005,0.43941928602213543,176.55071662617171
"TCA",2005,5.07724221241645065,955.308447590698146
"TGO",2005,1.6041379882302517,445.13616072620054
"THA",2005,10671.23060940354026112,6802603.663774300990386
"TTO",2005,94.22882641943629376,54581.540639596648219
"TWN",2005,274.24542571335401662,171136.69202979591201
"TZA",2005,751.11089658965303173,389963.744679987212534
"UGA",2005,2899.40048435901186762,1626966.921069651935421
"UMI",2005,45.757550883209644,0.0
"USA",2005,10.97109243607313384,3844.140222010089160
"VCT",2005,3.07181862311957504,1603.23472726233564
"VEN",2005,15561.24752451142028143,8669762.8839682269810455
"VGB",2005,1.6078772765516496,801.05443851976054
"VIR",2005,0.36561744881727435,118.07177902865713
"VNM",2005,27779.78632073274791149,17016747.318816115602735
"VUT",2005,52.84166512325683866,30700.930163507459431
"Z07",2005,4013.32405127484502479,2430342.57673889111835
"ZAF",2005,522.32868883200087734,273411.425206419239595
"ZMB",2005,242.91232141524585456,116113.155701885466234
"ZWE",2005,27.48407887379122902,15942.16156969153999
"ABW",2006,0.07516239089138456,24.575413518195255
"AGO",2006,1400.15250236637209947,748593.204773096568309
"ARG",2006,24095.40983058136538464,9246529.641573458163058
"BDI",2006,5.76207786249213287,3263.64918429331334
"BEN",2006,0.0764804041083442,24.08197263532513
"BES",2006,2.49591197905815981,23.60162340273959
"BGD",2006,677.31534766448003329,420187.890372479480817
"BHS",2006,17.14283582060980912,1028.003746893275126
"BLZ",2006,1898.66588324345985302,931770.923700565912142
"BOL",2006,118782.93965938427884235,60774925.400599256933875
"BRA",2006,1415536.41629047266748785,898809395.126379446133377
"BRN",2006,442.19756127584713485,342900.273977611669018
"BTN",2006,256.30307394337025142,160101.592228022043339
"CAF",2006,5684.24553298380643024,3933703.083053566719636
"CHN",2006,4804.34023199831934618,2910824.561110174139144
"CIV",2006,16773.42572429535519408,7471404.454040755741297
"CMR",2006,14845.90202557840257813,9544793.232919096591591
"COD",2006,146457.40999473125037417,102763034.596477885821366
"COG",2006,11788.21973797300498102,7493556.562411213560831
"COL",2006,56033.84006054738501172,34563937.217972952596619
"CRI",2006,715.40657883928224874,433638.037843943429000
"CUB",2006,467.46983143267023954,174837.660659737849396
"CYM",2006,2.98091570308051252,826.684135075058460
"DMA",2006,4.67693955810546924,2679.688266310851885
"DOM",2006,535.06488386347958179,240982.556090403477945
"ECU",2006,6448.48609359937135770,4599202.246283563926526
"ETH",2006,2562.24733766790077653,1577721.178119337846780
"FJI",2006,168.31762538212404932,92474.249257057928698
"GAB",2006,10494.80448505266981493,6509368.366397671383522
"GHA",2006,3647.51321202649476950,1650758.046537510836605
"GIN",2006,235.08685377833342170,128707.337353260085732
"GLP",2006,2.95784273417589004,1699.16744278497096
"GNB",2006,48.84465673658365815,16288.068874216551431
"GNQ",2006,761.37650748298148074,488189.056789407332521
"GTM",2006,18318.82757748595351815,9360866.244661084651904
"GUF",2006,1943.56576389811882589,1566378.512196670423918
"GUY",2006,3744.12503585024362088,2594291.0428654467189294
"HND",2006,14165.52696267003833708,8168506.523480602523105
"HTI",2006,21.95558692202908212,10517.67806416587580
"IDN",2006,468380.57782301055747395,433706253.3370187733659981
"IND",2006,11175.42805540816206684,6750769.728397640427609
"JAM",2006,456.84368015035776683,258392.015920444363511
"KEN",2006,3339.71840860878388534,1968837.619665575561264
"KHM",2006,43268.03182189406795966,26569742.216364828954381
"KNA",2006,7.79960949640624817,3986.770615025273124
"LAO",2006,33971.73212991786588058,20608036.239673789004729
"LBR",2006,6005.17714793247750556,3103507.414656349657671
"LCA",2006,1.86822840465277777,1012.902715529216932
"LKA",2006,413.12915873806553924,197059.924666964684776
"MAF",2006,0.65906840504774301,263.50894775111903
