"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"GNB",2001,2362.15302834531704320,787524.3439981836069459
"GNQ",2001,3585.41910016672590180,2258577.890511304127826
"GRC",2001,12616.998049754958306741,2498293.73806042715225742
"GRD",2001,32.81085886816515010,18952.097270428769061
"GTM",2001,53315.18158539141554881,23364079.70041223410072833
"GUF",2001,3033.28774855398581279,2303321.870928773056768
"GUY",2001,10039.86776092214303491,5890029.9529215314958067
"HND",2001,42379.94941974561974487,18878538.4102387348173245
"HRV",2001,3378.489603634509100279,1127779.7250253256811528
"HTI",2001,2468.75598673116998220,918633.4717694446735786
"HUN",2001,7522.577033364131753913,2598518.977007068960414
"IDN",2001,744083.99651722388385569,503083288.45620400501689257
"IMN",2001,31.95087523351562929,9301.469077697255357
"IND",2001,56791.85424597834248735,31996637.12033199296955774
"IRL",2001,9552.512807336441504592,4383909.801639023882013
"IRN",2001,332.422265982355897713,88436.162854560584825
"IRQ",2001,16.02663641701606104,4706.13787057511845275
"ISR",2001,145.96523805449433364,35112.1722489024230609
"ITA",2001,9870.964425160989127972,2689954.3307731264015127
"JAM",2001,1246.24152332716037746,648660.924671736447889
"JEY",2001,7.3926777411154514,2792.46681947165454
"JOR",2001,0.52202803109049483,128.814873142180796
"JPN",2001,23977.467445686327268198,9156851.8500401727134772
"KAZ",2001,4534.702741323653425969,1100963.5404668473646989
"KEN",2001,19027.36486058322248623,9216298.880362168338846
"KGZ",2001,589.16802347509319401,142541.365343973177616
"KHM",2001,28491.21508871435319005,15120620.61633920786276773
"KNA",2001,45.46259560028862678,20433.545925472409212
"KOR",2001,5504.162505330815605029,1413778.32705777779404320
"LAO",2001,36460.46615890682017494,20305056.3170428932537009
"LBN",2001,299.34061433848426054,79312.1502125478850582
"LBR",2001,29185.51738705364594349,14076278.839270446257093
"LBY",2001,17.15270151697373854,3182.80634091849872916
"LCA",2001,31.08046320850477317,15775.458087300800731
"LIE",2001,3.371316860805122015,1778.636892663602433
"LKA",2001,3759.66320227436441429,1577358.03016039759063845
"LSO",2001,1.1400521308257379,391.979412053240222
"LTU",2001,7961.644146706060483078,2081090.7371196586127725
"LUX",2001,68.609691967322054153,30911.6643930045472646
"LVA",2001,24907.664372988687498281,6240980.076892787844124
"MAF",2001,2.12365598472005205,669.645531349938617
"MAR",2001,1868.28860588490667143,491698.6561899380497198
"MDA",2001,146.688060726388888586,37862.701058447102015
"MDG",2001,86956.83269885367951832,46537171.221811278837782
"MDV",2001,4.74348726237535249,377.41343819230577
"MEX",2001,158266.73427295037154679,55114705.1735473698412338
"MKD",2001,2059.97944096767972304,615484.755803703646323
"MLI",2001,347.87068810634846607,171865.239265559313238
"MLT",2001,1.25191253759982637,302.599881891012646
"MMR",2001,44804.16511689681077166,25293842.59221187107625077
"MNE",2001,858.606413459140939936,339319.904461284793091
"MNG",2001,21056.671996221601310856,4749498.61894560948211688
"MOZ",2001,60941.27305098604234053,20783025.83306370107514285
"MRT",2001,31.8384353674479,8688.332079095855
"MSR",2001,7.07855530550021690,3141.90825774448236
"MTQ",2001,192.96524826149414768,95613.374836232615492
"MUS",2001,156.58138352473959858,94862.77945012260564
"MWI",2001,2492.34944536444951512,987276.395758330781429
"MYS",2001,332805.95814527529437352,134301302.81846544630368107
"MYT",2001,31.3026936667648593,16801.005893201284925
"NAM",2001,417.80611973037944200,97079.820362907990416
"NCL",2001,697.92109943515189938,269614.580565547746697
